Card Type,City,Country,Customer ID,Customer Name,Date,Date (Week numbers),District,dynamic graph,Highlight,Merchant Catergory,Merchant ID,Merchant Name,Merchant Sub Category,Payment Mode,Payment Status,Payment Status - Failure ,Pin Code,Product,Select Chart,State,Week,ATS,Charge,commission,Failure%,Size,Success%,Tran,Transaction Amount,Transaction Count
Not Applicable,Chandigarh,India,U-037,Karisaran Dhindhwal,19-03-2023,Week 12,Chandigarh,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,UPI,Success,FALSE,459872,QR,Week,Chandigarh,12,2313.333333,2,138.8,0,1,1,6.94,6940,3
Not Applicable,Madurai,India,U-038,Ilansezhliyan Sahu,19-03-2023,Week 12,Madurai,Show Transaction Details,Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,12,4014,3,120.42,0,100,1,4.014,4014,1
Not Applicable,Bhopal,India,U-039,Abdul Aziz Chauhan,12-03-2023,Week 11,Rajgarh,Show Transaction Details,Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,EMI,Success,FALSE,679124,Online,Week,Madhya Pradesh,11,723.75,3,86.85,0,100,1,2.895,2895,4
Not Applicable,Delhi,India,U-040,Jayakumar Chaudry,12-03-2023,Week 11,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,NetBanking,Success,FALSE,110065,Online,Week,Delhi,11,1347.5,2,107.8,0,1,1,5.39,5390,4
Not Applicable,Visakhapatnam,India,U-041,Sachin Agarwal,11-03-2023,Week 10,Visakhapatnam,Show Transaction Details,No Highlight,Clothing Stores,733882,Glamour Gals,Women’s Accessory and Specialty Stores,UPI,Partially Refunded,FALSE,786543,QR,Week,Andhra Pradesh,10,3222,2,64.44,0,1,0,3.222,3222,1
Master,Lucknow,India,U-042,Kusumith Manchanda,06-03-2023,Week 10,Lucknow,Show Transaction Details,No Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,Credit Card,Success,FALSE,120936,Online,Week,Uttar Pradesh,10,1554,2,93.24,0,1,1,4.662,4662,3
Not Applicable,Karnal,India,U-043,Aayanan Shoaib,03-03-2023,Week 9,Karnal,Show Transaction Details,Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,EMI,Failure,TRUE,345623,Online,Week,Haryana,9,488.3333333,3,43.95,1,100,0,1.465,1465,3
Not Applicable,Chandigarh,India,U-044,Deakshit Ben,01-03-2023,Week 9,Chandigarh,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,NetBanking,Partially Refunded,FALSE,459872,Online,Week,Chandigarh,9,1921.666667,2,115.3,0,1,0,5.765,5765,3
Not Applicable,Bangalore,India,U-045,Kunsh Chaudhary,22-02-2023,Week 8,Bangalore,Show Transaction Details,No Highlight,Clothing Stores,733882,Glamour Gals,Women’s Accessory and Specialty Stores,NetBanking,Success,FALSE,560035,Online,Week,Karnataka,8,1345.5,2,107.64,0,1,1,5.382,5382,4
Not Applicable,Delhi,India,U-046,Mahmoud Chaubey,15-04-2023,Week 15,Delhi,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,110005,Online,Week,Delhi,15,1684,3,50.52,0,100,1,1.684,1684,1
Not Applicable,Madurai,India,U-047,Gyan Chaturvedi,27-04-2023,Week 17,Madurai,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Wallet,Success,FALSE,762354,Online,Week,Tamil Nadu,17,2321,2,139.26,0,1,1,6.963,6963,3
Not Applicable,Coorg,India,U-048,Binod Rawat,18-04-2023,Week 16,Coorg,Show Transaction Details,Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,EMI,Success,FALSE,561235,Online,Week,Karnataka,16,420.75,3,50.49,0,100,1,1.683,1683,4
Not Applicable,Ujjain,India,U-049,Rameshvar Amble,13-04-2023,Week 15,Ujjain,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,NetBanking,Success,FALSE,120966,Online,Week,Madhya Pradesh,15,6542,2,130.84,0,1,1,6.542,6542,1
Not Applicable,Mysore,India,U-050,Dhuruvan Chatterjee,06-04-2023,Week 14,Mysore,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Failure,TRUE,560987,Online,Week,Karnataka,14,3042,2,121.68,1,1,0,6.084,6084,2
Visa,Indore,India,U-051,Gajendra Chary,04-04-2023,Week 14,Indore,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,Debit Card,Success,FALSE,456987,Online,Week,Madhya Pradesh,14,1131.25,2,90.5,0,1,1,4.525,4525,4
Not Applicable,Delhi,India,U-052,Lathyen Khosla,01-04-2023,Week 13,Delhi,Show Transaction Details,No Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,UPI,Success,FALSE,110006,QR,Week,Delhi,13,3502,2,140.08,0,1,1,7.004,7004,2
Master,Rewari,India,U-053,Anant Suchi,27-03-2023,Week 13,Rewari,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,Debit Card,Success,FALSE,126748,Pos,Week,Haryana,13,1454,2,87.24,0,1,1,4.362,4362,3
Not Applicable,Karnal,India,U-054,Ramanamma Chandra,10-03-2023,Week 10,Karnal,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,NetBanking,Success,FALSE,345623,Online,Week,Haryana,10,2615.333333,2,156.92,0,1,1,7.846,7846,3
Not Applicable,Gandhinagar,India,U-055,Alin Chandel,27-02-2023,Week 9,Gandhinagar,Show Transaction Details,Highlight,Agricultural Services,776350,Animal Wellness Center,Veterinary Services,EMI,Success,FALSE,213478,Online,Week,Gujarat,9,4044,3,121.32,0,100,1,4.044,4044,1
Visa,Ahemdabad,India,U-056,Dushyan Chana,26-02-2023,Week 9,Ahemdabad,Show Transaction Details,No Highlight,Contracted Services,734853,Woodworks Unlimited,Carpentry Contractors,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,9,3433,2,137.32,0,1,1,6.866,6866,2
Not Applicable,Mathura,India,U-057,Dhaman Keshari,24-02-2023,Week 8,Mathura,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",NetBanking,Success,FALSE,179034,Online,Week,Uttar Pradesh,8,999.3333333,2,59.96,0,1,1,2.998,2998,3
Master,Bangalore,India,U-058,Gorakhanatha Chakrabarti,24-02-2023,Week 8,Bangalore,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,560035,Online,Week,Karnataka,8,893,2,35.72,0,1,1,1.786,1786,2
Not Applicable,Coorg,India,U-059,Bikash Hari,16-02-2023,Week 7,Coorg,Show Transaction Details,No Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,NetBanking,Success,FALSE,561235,Online,Week,Karnataka,7,1376,2,110.08,0,1,1,5.504,5504,4
Not Applicable,Gurgaon,India,U-060,Sharda Chahal,07-02-2023,Week 6,Gurugram,Show Transaction Details,Highlight,Government Services,733879,Star Mart UK,"UK Supermarkets, Electronic Hot File",EMI,Success,FALSE,658633,Online,Week,Haryana,6,2076,3,62.28,0,100,1,2.076,2076,1
Not Applicable,Silchar,India,U-061,Dhayanthen Pallav,03-02-2023,Week 5,Silchar,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,NetBanking,Success,FALSE,336789,Online,Week,Assam,5,353.5,2,28.28,0,1,1,1.414,1414,4
Not Applicable,Nalanda,India,U-062,Hirdaya Chadha,03-02-2023,Week 5,Nalanda,Show Transaction Details,No Highlight,Miscellaneous Stores,733221,Tasty Treats Catering Co.,Caterers,Wallet,Success,FALSE,148790,Online,Week,Bihar,5,6644,2,132.88,0,1,1,6.644,6644,1
Not Applicable,Coorg,India,U-063,Satyendra Macharla,29-01-2023,Week 5,Coorg,Show Transaction Details,Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,EMI,Success,FALSE,561235,Online,Week,Karnataka,5,4420,3,132.6,0,100,1,4.42,4420,1
Not Applicable,Chandigarh,India,U-064,Kesarisut Chad,27-01-2023,Week 4,Chandigarh,Show Transaction Details,No Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,Wallet,Success,FALSE,459871,QR,Week,Chandigarh,4,3022.5,2,120.9,0,1,1,6.045,6045,2
Not Applicable,Faridabad,India,U-065,Atraiu Mitter,26-01-2023,Week 4,Faridabad,Show Transaction Details,No Highlight,Clothing Stores,758322,The Style Spot,Women’s Ready to Wear Stores,Wallet,Success,FALSE,121001,QR,Week,Haryana,4,866.6666667,2,52,0,1,1,2.6,2600,3
Not Applicable,Madurai,India,U-066,Ellango Butala,25-01-2023,Week 4,Madurai,Show Transaction Details,Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,4,2795,3,83.85,0,100,1,2.795,2795,1
Master,Agra,India,U-067,Dharmadheeran Parsa,21-01-2023,Week 3,Agra,Show Transaction Details,No Highlight,Clothing Stores,745963,The Shoe Company,Shoe Stores,Debit Card,Success,FALSE,348062,Online,Week,Uttar Pradesh,3,2924,2,116.96,0,1,1,5.848,5848,2
Not Applicable,Nalanda,India,U-068,Lingathevan Buch,20-01-2023,Week 3,Nalanda,Show Transaction Details,No Highlight,Contracted Services,756078,DigiPrint Publishing,Miscellaneous Publishing and Printing,Wallet,Success,FALSE,148790,Online,Week,Bihar,3,575,2,46,0,1,1,2.3,2300,4
Not Applicable,Chandigarh,India,U-069,Mahan Jedhe,18-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,NetBanking,Success,FALSE,459874,Online,Week,Chandigarh,3,1426,2,57.04,0,1,1,2.852,2852,2
Not Applicable,Mathura,India,U-070,Madhu Kade,10-01-2023,Week 2,Mathura,Show Transaction Details,Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,EMI,Success,FALSE,179034,Online,Week,Uttar Pradesh,2,1503.666667,3,135.33,0,100,1,4.511,4511,3
Master,Coimbatore,India,U-071,Lavie Brar,07-01-2023,Week 1,Coimbatore,Show Transaction Details,No Highlight,Transportation Services,754798,ExpressRailways,Railroads–Freight,Debit Card,Success,FALSE,765412,Online,Week,Tamil Nadu,1,6528,2,130.56,0,1,1,6.528,6528,1
Not Applicable,Visakhapatnam,India,U-072,Harshill Brahmbhatt,02-01-2023,Week 1,Visakhapatnam,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,786543,Online,Week,Andhra Pradesh,1,417.6666667,2,25.06,0,1,1,1.253,1253,3
Not Applicable,Chandigarh,India,U-073,Meeina Rajput,17-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,567890,Online,Week,Chandigarh,3,811,2,32.44,0,1,1,1.622,1622,2
Not Applicable,Faridabad,India,U-074,Karthigesu Bajaj,25-04-2023,Week 17,Faridabad,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,Wallet,Success,FALSE,121001,QR,Week,Haryana,17,1114,2,22.28,0,1,1,1.114,1114,1
Master,Patna,India,U-075,Jyotesh Jhaveri,18-04-2023,Week 16,Patna,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,Credit Card,Success,FALSE,145678,Online,Week,Bihar,16,3297,2,131.88,0,1,1,6.594,6594,2
Master,Agra,India,U-076,Aakarshan Jodha,18-04-2023,Week 16,Agra,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Debit Card,Success,FALSE,348062,Online,Week,Uttar Pradesh,16,636.25,2,50.9,0,1,1,2.545,2545,4
Not Applicable,Guwahati,India,U-077,Hemaprasad Parashar,17-04-2023,Week 16,Guwahati,Show Transaction Details,Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,EMI,Success,FALSE,335678,Online,Week,Assam,16,1768.5,3,106.11,0,100,1,3.537,3537,2
Not Applicable,Silchar,India,U-078,Deeptiman Mahawar,10-04-2023,Week 15,Silchar,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,UPI,Success,FALSE,336789,QR,Week,Assam,15,1963,2,157.04,0,1,1,7.852,7852,4
Not Applicable,Chandigarh,India,U-079,Maaran Sitaram,04-04-2023,Week 14,Chandigarh,Show Transaction Details,Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,EMI,Success,FALSE,459871,Online,Week,Chandigarh,14,7067,3,212.01,0,100,1,7.067,7067,1
Not Applicable,Coorg,India,U-080,Harsh Bora,01-04-2023,Week 13,Coorg,Show Transaction Details,No Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,Wallet,Success,FALSE,561235,Online,Week,Karnataka,13,1457.5,2,116.6,0,1,1,5.83,5830,4
Not Applicable,Chennai,India,U-081,Jayanti Hayer,27-03-2023,Week 13,Chennai,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,13,2429.666667,2,145.78,0,1,1,7.289,7289,3
Rupay,Delhi,India,U-082,Adhithyan Mahalka,18-03-2023,Week 11,Delhi,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,Debit Card,Success,FALSE,110063,PoS,Week,Delhi,11,1610,2,64.4,0,1,1,3.22,3220,2
Not Applicable,Chandigarh,India,U-083,Adhvaith Boase,12-03-2023,Week 11,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,Wallet,Failure,TRUE,459873,Online,Week,Chandigarh,11,1909.666667,2,114.58,1,1,0,5.729,5729,3
Visa,Rewari,India,U-084,Dhassendiran Sura,07-03-2023,Week 10,Rewari,Show Transaction Details,No Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,Debit Card,Success,FALSE,126748,Online,Week,Haryana,10,1645,2,131.6,0,1,1,6.58,6580,4
Not Applicable,Gandhinagar,India,U-085,Madhuri Biswas,03-03-2023,Week 9,Gandhinagar,Show Transaction Details,Highlight,Utility Services,704238,Velocity Telecom,"Cable, Satellite, and Other Pay Television and Radio Services",EMI,Success,FALSE,213478,Online,Week,Gujarat,9,929,3,83.61,0,100,1,2.787,2787,3
Not Applicable,Vijaywada,India,U-086,Bhagathsingh Paul,24-02-2023,Week 8,Vijaywada,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,Wallet,Success,FALSE,785412,Online,Week,Andhra Pradesh,8,4327,2,86.54,0,1,1,4.327,4327,1
Not Applicable,Nellore,India,U-087,Sunita Bhat,21-02-2023,Week 8,Nellore,Show Transaction Details,Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",EMI,Success,FALSE,789043,Online,Week,Andhra Pradesh,8,549.5,3,65.94,0,100,1,2.198,2198,4
Not Applicable,Chandigarh,India,U-088,Divyaesh Sonker,16-02-2023,Week 7,Chandigarh,Show Transaction Details,Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",EMI,Partially Refunded,FALSE,459871,Online,Week,Chandigarh,7,6882,3,206.46,0,100,0,6.882,6882,1
Not Applicable,Delhi,India,U-089,Aayus Pawar,14-02-2023,Week 7,Delhi,Show Transaction Details,No Highlight,Transportation Services,764665,Aqua Adventures Boat Rentals,Boat Leases and Boat Rentals,NetBanking,Success,FALSE,110067,Online,Week,Delhi,7,1418.5,2,113.48,0,1,1,5.674,5674,4
Master,Indore,India,U-090,Arun kumar Bhasin,09-02-2023,Week 6,Indore,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,Credit Card,Failure,TRUE,786342,Online,Week,Madhya Pradesh,6,948,2,75.84,1,1,0,3.792,3792,4
Rupay,Guwahati,India,U-091,Atmaram Dubey,03-02-2023,Week 5,Guwahati,Show Transaction Details,No Highlight,Retail Outlet Services,752351,WaterWorks Supplies,Plumbing and Heating Equipment,Debit Card,Success,FALSE,335678,Online,Week,Assam,5,545.75,2,43.66,0,1,1,2.183,2183,4
Not Applicable,Gandhinagar,India,U-092,Ashwan Venkatesh,29-01-2023,Week 5,Gandhinagar,Show Transaction Details,Highlight,Government Services,733879,Star Mart UK,"UK Supermarkets, Electronic Hot File",EMI,Success,FALSE,213478,Online,Week,Gujarat,5,396,3,35.64,0,100,1,1.188,1188,3
Master,Chandigarh,India,U-093,Arulnethi Bindal,20-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,756078,DigiPrint Publishing,Miscellaneous Publishing and Printing,Debit Card,Success,FALSE,459874,Online,Week,Chandigarh,3,2156.666667,2,129.4,0,1,1,6.47,6470,3
Not Applicable,Mysore,India,U-094,Darshankumar Bibi,18-01-2023,Week 3,Mysore,Show Transaction Details,No Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,Wallet,Failure,TRUE,560987,QR,Week,Karnataka,3,1155,2,46.2,1,1,0,2.31,2310,2
Not Applicable,Chandigarh,India,U-095,Jaanesh Mohan,13-01-2023,Week 2,Chandigarh,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,UPI,Success,FALSE,459874,Online,Week,Chandigarh,2,3585.5,2,143.42,0,1,1,7.171,7171,2
Not Applicable,Vijaywada,India,U-096,Nalini Nadkarni,12-01-2023,Week 2,Vijaywada,Show Transaction Details,Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,EMI,Refunded,FALSE,785412,Online,Week,Andhra Pradesh,2,1373,3,123.57,0,100,0,4.119,4119,3
Visa,Rewari,India,U-097,Lokeshwaar Doctor,09-01-2023,Week 2,Rewari,Show Transaction Details,No Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,Debit Card,Refunded,FALSE,126748,PoS,Week,Haryana,2,1727.666667,2,103.66,0,1,0,5.183,5183,3
Master,Lucknow,India,U-098,Kapilanathan Minhas,06-01-2023,Week 1,Lucknow,Show Transaction Details,No Highlight,Contracted Services,740260,Quality Woodcrafts,Carpentry Contractors,Credit Card,Success,FALSE,120936,Online,Week,Uttar Pradesh,1,2407.666667,2,144.46,0,1,1,7.223,7223,3
Visa,Delhi,India,U-099,Jeyanthanachandran Goel,02-01-2023,Week 1,Delhi,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",Credit Card,Success,FALSE,110066,PoS,Week,Delhi,1,2270.5,2,90.82,0,1,1,4.541,4541,2
Not Applicable,Gandhinagar,India,U-100,Jhumar Kairati,30-03-2023,Week 13,Gandhinagar,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,213478,Online,Week,Gujarat,13,650.5,3,78.06,0,100,1,2.602,2602,4
Not Applicable,Chandigarh,India,U-101,Akshmanan Kapadia,04-03-2023,Week 9,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",UPI,Failure,TRUE,459873,Online,Week,Chandigarh,9,504.75,2,40.38,1,1,0,2.019,2019,4
Not Applicable,Chandigarh,India,U-102,Ketheesraj Kuruvilla,02-03-2023,Week 9,Chandigarh,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Failure,TRUE,459872,Online,Week,Chandigarh,9,5120,3,153.6,1,100,0,5.12,5120,1
Not Applicable,Karnal,India,U-103,Amishayan Francis,16-02-2023,Week 7,Karnal,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Failure,TRUE,345623,QR,Week,Haryana,7,3539.5,2,141.58,1,1,0,7.079,7079,2
Not Applicable,Delhi,India,U-104,Asakeesan Bhavsar,14-02-2023,Week 7,Delhi,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,110063,Online,Week,Delhi,7,1646.5,3,98.79,0,100,1,3.293,3293,2
Not Applicable,Surat,India,U-105,Maruthapiran Bhatti,12-02-2023,Week 7,Surat,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,214567,Online,Week,Gujarat,7,6635,3,199.05,0,100,1,6.635,6635,1
Master,Rewari,India,U-106,Govan Bansal,15-04-2023,Week 15,Rewari,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",Credit Card,Success,FALSE,126748,Online,Week,Haryana,15,1617.5,2,129.4,0,1,1,6.47,6470,4
Not Applicable,Delhi,India,U-107,Dehabhuj Koppula,25-04-2023,Week 17,Delhi,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,UPI,Partially Refunded,FALSE,110006,QR,Week,Delhi,17,7764,2,155.28,0,1,0,7.764,7764,1
Not Applicable,Gandhinagar,India,U-108,Jeyajeevan Bhattacharya,25-04-2023,Week 17,Gandhinagar,Show Transaction Details,Highlight,Agricultural Services,789789,Lawn & Garden Landscaping,Horticultural and Landscaping Services,EMI,Success,FALSE,213478,Online,Week,Gujarat,17,7776,3,233.28,0,100,1,7.776,7776,1
Not Applicable,Nalanda,India,U-109,Kabilesh Bhattacharjee,24-04-2023,Week 17,Nalanda,Show Transaction Details,No Highlight,Contracted Services,727070,Pro Climate Control Inc.,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,148790,Online,Week,Bihar,17,1418.666667,2,85.12,0,1,1,4.256,4256,3
Not Applicable,Surat,India,U-110,Aadhesh Kari,20-04-2023,Week 16,Surat,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,NetBanking,Success,FALSE,214567,Online,Week,Gujarat,16,961.5,2,76.92,0,1,1,3.846,3846,4
Not Applicable,Surat,India,U-111,Ezhilmani Sur,19-04-2023,Week 16,Surat,Show Transaction Details,Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,EMI,Success,FALSE,214567,Online,Week,Gujarat,16,5160,3,154.8,0,100,1,5.16,5160,1
Not Applicable,Chennai,India,U-112,Dilan Bhatia,18-04-2023,Week 16,Chennai,Show Transaction Details,No Highlight,Miscellaneous Stores,724170,Pawn Palace,Pawn Shops,Wallet,Success,FALSE,769801,Online,Week,Tamil Nadu,16,2676,2,107.04,0,1,1,5.352,5352,2
Not Applicable,Lucknow,India,U-113,Arputharaj Bhaskar,16-04-2023,Week 16,Lucknow,Show Transaction Details,No Highlight,Government Services,772870,Corporate Central,Intra-Company Purchases,UPI,Success,FALSE,120936,Online,Week,Uttar Pradesh,16,1732,2,34.64,0,1,1,1.732,1732,1
Not Applicable,Delhi,India,U-114,Asoka Chellani,16-04-2023,Week 16,Delhi,Show Transaction Details,Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,EMI,Success,FALSE,110067,Online,Week,Delhi,16,2064,3,185.76,0,100,1,6.192,6192,3
Not Applicable,Chandigarh,India,U-115,Swapna Bhandari,15-04-2023,Week 15,Chandigarh,Show Transaction Details,Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,EMI,Success,FALSE,459873,Online,Week,Chandigarh,15,1477.25,3,177.27,0,100,1,5.909,5909,4
Not Applicable,Chennai,India,U-116,Meera Srinivasan,15-04-2023,Week 15,Chennai,Show Transaction Details,No Highlight,Contracted Services,747767,ShockWave Electric Co.,Electrical Contractors,NetBanking,Success,FALSE,769801,Online,Week,Tamil Nadu,15,1005.5,2,40.22,0,1,1,2.011,2011,2
Not Applicable,Gandhinagar,India,U-117,Haresh Bhalla,14-04-2023,Week 15,Gandhinagar,Show Transaction Details,Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",EMI,Success,FALSE,213478,Online,Week,Gujarat,15,954,3,57.24,0,100,1,1.908,1908,2
Not Applicable,Delhi,India,U-118,Aaruthran Meghwal,14-04-2023,Week 15,Delhi,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,110063,QR,Week,Delhi,15,2032,2,121.92,0,1,1,6.096,6096,3
Not Applicable,Chandigarh,India,U-119,Dushyant Gala,14-04-2023,Week 15,Chandigarh,Show Transaction Details,Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,EMI,Success,FALSE,459873,Online,Week,Chandigarh,15,3668,3,220.08,0,100,1,7.336,7336,2
Rupay,Guwahati,India,U-120,Sanjit Deshpande,12-04-2023,Week 15,Guwahati,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Debit Card,Success,FALSE,335678,Online,Week,Assam,15,1353,2,27.06,0,1,1,1.353,1353,1
Not Applicable,Nalanda,India,U-121,Dipika Bhadouriya,12-04-2023,Week 15,Nalanda,Show Transaction Details,Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",EMI,Success,FALSE,148790,Online,Week,Bihar,15,3411,3,102.33,0,100,1,3.411,3411,1
Not Applicable,Chennai,India,U-122,Dilojan Behuria,04-04-2023,Week 14,Chennai,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,14,1934.5,2,154.76,0,1,1,7.738,7738,4
Visa,Indore,India,U-123,Janaarth Behura,03-04-2023,Week 14,Indore,Show Transaction Details,No Highlight,Government Services,763476,PurchasePilot Inc.,I-Purchasing Pilot,Debit Card,Success,FALSE,234987,PoS,Week,Madhya Pradesh,14,2920.5,2,116.82,0,1,1,5.841,5841,2
Not Applicable,Mysore,India,U-124,Khader Ahuja,02-04-2023,Week 14,Mysore,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,Wallet,Failure,TRUE,560987,Online,Week,Karnataka,14,2742,2,54.84,1,1,0,2.742,2742,1
Not Applicable,Nalanda,India,U-125,Chandan Narasimhan,01-04-2023,Week 13,Nalanda,Show Transaction Details,Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,EMI,Success,FALSE,148790,Online,Week,Bihar,13,1959.5,3,235.14,0,100,1,7.838,7838,4
Not Applicable,Karnal,India,U-126,Karthigaiselvan Awasthi,28-03-2023,Week 13,Karnal,Show Transaction Details,Highlight,Utility Services,704238,Velocity Telecom,"Cable, Satellite, and Other Pay Television and Radio Services",EMI,Success,FALSE,345623,Online,Week,Haryana,13,4639,3,139.17,0,100,1,4.639,4639,1
